MOBILEAREA,性别,年龄,金额
湖北 宜昌市,女,79.0,15000
江苏 镇江市,男,37.0,15000
北京,女,35.0,15000
湖北 黄冈市,男,36.0,15000
云南 昆明市,女,46.0,15000
福建 福州市,女,36.0,15000
四川 成都市,男,32.0,15000
河北 保定市,男,0.0,15000
江苏 徐州市,女,30.0,15000
山西 长治市,女,35.0,15000
河北 唐山市,男,34.0,15000
上海,男,34.0,15000
河北 唐山市,女,33.0,15000
北京,男,32.0,15000
浙江 杭州市,男,25.0,15000
辽宁 大连市,男,32.0,15000
浙江 嘉兴市,男,25.0,15000
山东 德州市,男,29.0,14958
四川 成都市,女,26.0,14941
福建 龙岩市,女,28.0,14940
上海,女,25.0,14933
四川 成都市,男,46.0,14922
江西 南昌市,男,34.0,14918
广东 惠州市,女,27.0,14904
江苏 南京市,男,31.0,14901
甘肃 白银市,男,42.0,14900
江苏 南京市,女,24.0,14900
四川 成都市,女,20.0,14900
浙江 杭州市,女,45.0,14881
广东 深圳市,女,25.0,14859
江苏 苏州市,女,23.0,14848
北京,女,20.0,14820
广西 梧州市,男,30.0,14816
湖北 宜昌市,男,27.0,14801
浙江 嘉兴市,男,32.0,14800
广东 肇庆市,男,57.0,14797
广西 百色市,男,42.0,14781
江苏 苏州市,男,25.0,14773
江西 南昌市,女,33.0,14761
山东 济南市,男,28.0,14743
湖南 衡阳市,男,28.0,14740
江苏 南京市,男,22.0,14712
上海,男,40.0,14701
北京,男,42.0,14700
四川 德阳市,男,28.0,14700
吉林 辽源市,男,26.0,14700
北京,男,33.0,14695
湖南 永州市,女,31.0,14689
江苏 淮安市,男,22.0,14669
河南 郑州市,女,26.0,14667
陕西 西安市,男,29.0,14640
广东 深圳市,女,68.0,14632
江苏 南京市,女,23.0,14625
北京,女,19.0,14623
陕西 西安市,男,26.0,14623
广东 广州市,女,28.0,14609
上海,男,27.0,14603
河南 鹤壁市,男,26.0,14601
福建 福州市,女,28.0,14571
四川 内江市,男,29.0,14562
江苏 南京市,男,32.0,14560
浙江 金华市,女,22.0,14560
江苏 无锡市,女,27.0,14559
广东 揭阳市,男,28.0,14550
广东 深圳市,男,32.0,14543
江苏 南京市,男,21.0,14535
陕西 西安市,男,26.0,14530
河南 南阳市,男,25.0,14524
广东 汕尾市,男,33.0,14523
四川 成都市,女,23.0,14520
北京,女,25.0,14501
福建 泉州市,女,28.0,14501
浙江 杭州市,男,25.0,14500
云南 昆明市,男,24.0,14500
江苏 徐州市,男,32.0,14500
广东 广州市,男,38.0,14487
广东 江门市,男,27.0,14469
河北 唐山市,女,34.0,14458
四川 成都市,男,30.0,14440
北京,女,30.0,14431
湖北 荆门市,男,27.0,14429
内蒙古 鄂尔多斯市,男,36.0,14421
天津,女,39.0,14415
江苏 苏州市,男,26.0,14412
江苏 南京市,女,29.0,14402
甘肃 张掖市,男,26.0,14401
湖北 黄石市,男,23.0,14400
四川 成都市,男,37.0,14354
湖南 长沙市,女,24.0,14341
浙江 温州市,男,33.0,14312
黑龙江 双鸭山市,女,51.0,14302
山东 潍坊市,女,25.0,14300
四川 成都市,男,43.0,14293
湖北 武汉市,女,33.0,14264
山东 济南市,女,26.0,14240
安徽 合肥市,男,47.0,14235
甘肃 兰州市,女,27.0,14217
北京,女,26.0,14203
江西 南昌市,男,38.0,14201
内蒙古 鄂尔多斯市,男,28.0,14194
安徽 合肥市,女,41.0,14120
新疆 乌鲁木齐市,女,27.0,14116
山西 太原市,男,24.0,14114
江苏 南京市,男,27.0,14114
北京,女,43.0,14103
四川 成都市,男,34.0,14102
浙江 杭州市,男,30.0,14101
上海,女,26.0,14100
江苏 南京市,男,27.0,14057
上海,女,27.0,14057
北京,女,35.0,14053
上海,男,26.0,14052
湖北 武汉市,女,24.0,14034
福建 泉州市,女,22.0,14033
山东 日照市,女,48.0,14033
上海,女,55.0,14026
内蒙古 巴彦淖尔,男,27.0,14024
福建 厦门市,男,25.0,14022
河南 平顶山市,女,29.0,14021
辽宁 沈阳市,男,29.0,14019
广东 中山市,女,26.0,14018
广东 广州市,男,31.0,14017
辽宁 大连市,女,32.0,14016
山东 青岛市,男,39.0,14016
陕西 安康市,男,33.0,14013
重庆,男,27.0,14010
内蒙古 呼和浩特市,男,34.0,14009
山东 青岛市,女,36.0,14008
江苏 镇江市,男,30.0,14008
福建 厦门市,女,26.0,14007
安徽 合肥市,男,32.0,14006
新疆 乌鲁木齐市,男,40.0,14006
湖北 武汉市,男,27.0,14006
湖北 武汉市,女,23.0,14006
山东 烟台市,男,27.0,14006
陕西 西安市,女,25.0,14005
辽宁 大连市,女,52.0,14004
江苏 苏州市,女,25.0,14004
重庆,男,28.0,14004
上海,男,35.0,14004
湖南 长沙市,女,28.0,14004
湖北 武汉市,男,36.0,14003
北京,男,34.0,14002
陕西 西安市,女,26.0,14002
广东 梅州市,男,44.0,14002
四川 广元市,男,25.0,14002
甘肃 兰州市,男,32.0,14002
北京,女,29.0,14002
广东 梅州市,女,37.0,14001
北京,男,25.0,14001
湖北 襄阳市,男,27.0,14001
上海,男,22.0,14001
江西 南昌市,男,24.0,14001
广东 广州市,女,25.0,14001
江西 南昌市,男,22.0,14000
山东 烟台市,女,26.0,14000
内蒙古 包头市,女,27.0,14000
江苏 南京市,男,33.0,14000
陕西 西安市,女,26.0,14000
四川 成都市,女,45.0,14000
江西 南昌市,女,23.0,14000
江苏 苏州市,女,32.0,14000
广东 广州市,男,40.0,14000
安徽 亳州市,女,53.0,14000
甘肃 兰州市,女,44.0,14000
广西 梧州市,男,40.0,14000
福建 厦门市,女,30.0,14000
广东 广州市,男,25.0,14000
广东 惠州市,男,30.0,14000
福建 泉州市,女,27.0,14000
上海,女,29.0,14000
广西 南宁市,男,28.0,14000
河北 石家庄市,女,34.0,14000
山东 烟台市,男,27.0,14000
四川 绵阳市,男,46.0,14000
辽宁 大连市,女,26.0,14000
安徽 合肥市,女,20.0,14000
河北 邯郸市,男,31.0,14000
广东 广州市,女,37.0,14000
青海 西宁市,男,46.0,14000
上海,女,29.0,14000
宁夏 银川市,女,28.0,14000
河南 三门峡市,女,27.0,14000
湖北 武汉市,女,34.0,14000
广东 广州市,女,24.0,14000
江苏 南京市,女,32.0,14000
河北 唐山市,男,26.0,14000
浙江 绍兴市,男,34.0,14000
江苏 南京市,女,40.0,14000
山东 济宁市,男,27.0,14000
上海,女,29.0,14000
江苏 南京市,男,29.0,14000
河北 石家庄市,女,34.0,14000
广东 深圳市,男,36.0,14000
内蒙古 包头市,男,25.0,14000
福建 莆田市,男,34.0,14000
山东 东营市,女,25.0,14000
山东 枣庄市,男,26.0,14000
云南 昆明市,女,24.0,13993
河北 石家庄市,女,22.0,13993
山东 聊城市,男,24.0,13980
上海,女,23.0,13930
江苏 南京市,女,22.0,13911
福建 南平市,男,53.0,13901
福建 厦门市,女,28.0,13900
山东 青岛市,女,23.0,13900
上海,女,41.0,13856
广东 广州市,男,32.0,13840
陕西 咸阳市,女,30.0,13832
福建 福州市,男,26.0,13831
江苏 无锡市,男,33.0,13813
山东 济南市,女,31.0,13800
山东 聊城市,男,29.0,13800
陕西 咸阳市,男,24.0,13779
湖北 武汉市,女,31.0,13750
安徽 铜陵市,男,25.0,13712
广东 东莞市,女,24.0,13707
广东 韶关市,男,25.0,13707
广东 广州市,男,26.0,13705
江苏 苏州市,男,30.0,13700
广西 柳州市,女,23.0,13680
河南 郑州市,男,23.0,13670
湖北 武汉市,女,32.0,13667
福建 福州市,男,36.0,13644
广东 深圳市,女,26.0,13636
广西 南宁市,男,29.0,13605
山东 烟台市,女,27.0,13602
浙江 杭州市,男,21.0,13600
天津,女,34.0,13600
山东 临沂市,男,28.0,13600
江苏 淮安市,男,45.0,13588
河北 廊坊市,女,28.0,13570
黑龙江 佳木斯市,男,21.0,13538
福建 宁德市,男,26.0,13531
上海,女,27.0,13529
江苏 徐州市,男,26.0,13512
辽宁 沈阳市,女,23.0,13511
山东 青岛市,女,26.0,13509
北京,女,26.0,13504
辽宁 大连市,女,24.0,13501
黑龙江 哈尔滨市,男,23.0,13501
吉林 白山市,男,26.0,13500
河北 唐山市,男,28.0,13500
江苏 南通市,男,25.0,13500
吉林 长春市,女,24.0,13500
山东 东营市,男,27.0,13500
北京,女,22.0,13500
云南 昆明市,男,37.0,13500
江西 南昌市,女,21.0,13490
广东 东莞市,女,22.0,13489
湖北 武汉市,男,25.0,13463
北京,男,31.0,13444
四川 成都市,男,39.0,13420
江苏 苏州市,女,27.0,13403
安徽 合肥市,男,22.0,13400
广西 南宁市,女,27.0,13400
四川 成都市,男,22.0,13400
江苏 常州市,男,36.0,13360
辽宁 抚顺市,男,25.0,13352
广东 汕头市,女,30.0,13347
广东 江门市,女,24.0,13323
浙江 嘉兴市,男,37.0,13318
浙江 杭州市,男,26.0,13316
浙江 杭州市,男,19.0,13300
湖北 襄阳市,男,24.0,13300
广东 深圳市,男,27.0,13300
广东 广州市,女,27.0,13300
上海,男,24.0,13246
湖北 武汉市,男,25.0,13229
广东 东莞市,男,32.0,13225
吉林 长春市,男,28.0,13224
安徽 合肥市,男,44.0,13222
广东 广州市,女,25.0,13216
辽宁 本溪市,男,28.0,13211
江苏 南京市,男,36.0,13209
浙江 绍兴市,男,44.0,13202
广东 珠海市,男,21.0,13201
上海,男,29.0,13200
山东 青岛市,女,28.0,13200
上海,女,26.0,13195
北京,女,27.0,13177
山西 运城市,男,22.0,13134
山东 枣庄市,男,50.0,13133
上海,男,34.0,13104
浙江 温州市,女,33.0,13102
河北 廊坊市,男,24.0,13085
山东 泰安市,男,25.0,13072
安徽 合肥市,男,26.0,13063
山东 临沂市,女,21.0,13049
广东 深圳市,男,25.0,13049
广西 南宁市,男,25.0,13044
湖北 襄阳市,女,35.0,13041
河南 郑州市,男,26.0,13039
广东 深圳市,男,33.0,13039
河南 焦作市,女,43.0,13037
福建 漳州市,男,26.0,13034
安徽 淮北市,女,29.0,13033
安徽 黄山市,女,31.0,13029
黑龙江 大庆市,男,34.0,13028
浙江 台州市,男,38.0,13027
上海,女,39.0,13024
辽宁 大连市,女,23.0,13024
安徽 阜阳市,男,24.0,13023
黑龙江 哈尔滨市,男,42.0,13020
山东 青岛市,女,26.0,13018
山东 烟台市,女,30.0,13016
北京,男,61.0,13013
江苏 无锡市,男,24.0,13012
内蒙古 赤峰市,男,31.0,13012
广东 广州市,男,29.0,13012
上海,男,25.0,13009
安徽 淮南市,女,42.0,13008
浙江 台州市,女,32.0,13008
江西 南昌市,男,30.0,13007
北京,男,27.0,13007
浙江 宁波市,女,29.0,13005
四川 资阳市,男,43.0,13004
山东 潍坊市,女,27.0,13004
广东 湛江市,男,38.0,13002
江苏 南京市,女,25.0,13002
江苏 南京市,男,28.0,13002
,男,40.0,13002
四川 内江市,男,37.0,13002
北京,男,43.0,13002
四川 成都市,男,26.0,13002
广东 广州市,女,27.0,13002
浙江 杭州市,男,23.0,13001
广东 深圳市,女,35.0,13001
广东 深圳市,女,37.0,13001
河北 邢台市,男,30.0,13001
福建 三明市,男,63.0,13001
上海,男,23.0,13001
福建 南平市,男,28.0,13001
湖南 长沙市,女,24.0,13001
江苏 苏州市,男,34.0,13000
山西 吕梁市,男,22.0,13000
辽宁 大连市,女,30.0,13000
黑龙江 大庆市,女,39.0,13000
广东 惠州市,女,52.0,13000
北京,女,28.0,13000
安徽 宿州市,女,35.0,13000
河南 郑州市,女,21.0,13000
北京,女,30.0,13000
上海,女,39.0,13000
安徽 阜阳市,男,25.0,13000
江苏 南京市,女,32.0,13000
北京,女,27.0,13000
湖北 武汉市,女,33.0,13000
上海,女,26.0,13000
吉林 吉林市,男,30.0,13000
上海,女,25.0,13000
广东 深圳市,男,30.0,13000
贵州 黔南布依族苗族自治州,女,29.0,13000
浙江 台州市,女,30.0,13000
吉林 长春市,男,29.0,13000
江苏 无锡市,男,29.0,13000
安徽 合肥市,男,36.0,13000
四川 成都市,男,41.0,13000
辽宁 沈阳市,女,32.0,13000
福建 泉州市,女,27.0,13000
江西 南昌市,女,43.0,13000
云南 昆明市,女,22.0,13000
江西 吉安市,女,27.0,13000
山东 东营市,男,33.0,13000
广东 深圳市,女,25.0,13000
广东 广州市,女,28.0,13000
江苏 无锡市,女,25.0,13000
江苏 苏州市,男,40.0,13000
安徽 合肥市,女,37.0,13000
云南 昆明市,女,39.0,13000
广东 中山市,男,37.0,13000
山东 烟台市,女,27.0,13000
江苏 南京市,女,27.0,13000
上海,男,22.0,12991
福建 福州市,女,36.0,12988
甘肃 兰州市,男,30.0,12983
江苏 常州市,男,23.0,12949
广西 玉林市,男,40.0,12947
湖南 长沙市,女,63.0,12925
广西 南宁市,男,34.0,12916
四川 资阳市,女,49.0,12900
山东 青岛市,男,39.0,12900
辽宁 朝阳市,男,26.0,12900
河南 郑州市,男,23.0,12896
吉林 长春市,男,38.0,12864
河北 石家庄市,男,42.0,12841
辽宁 沈阳市,男,30.0,12827
江苏 南京市,男,32.0,12825
浙江 绍兴市,女,33.0,12819
江苏 苏州市,女,27.0,12805
福建 厦门市,女,28.0,12802
浙江 温州市,女,28.0,12801
四川 成都市,女,27.0,12800
河南 濮阳市,男,44.0,12800
天津,女,22.0,12797
上海,女,24.0,12796
广东 广州市,女,44.0,12720
北京,男,57.0,12708
四川 绵阳市,男,41.0,12708
江苏 南京市,男,28.0,12701
河南 郑州市,男,28.0,12701
广东 深圳市,女,34.0,12700
云南 昆明市,女,21.0,12700
北京,男,35.0,12691
江苏 南京市,男,34.0,12670
上海,男,31.0,12637
贵州 贵阳市,女,23.0,12636
江苏 南京市,女,23.0,12626
四川 成都市,女,25.0,12622
北京,男,28.0,12621
山东 青岛市,男,41.0,12608
黑龙江 哈尔滨市,男,27.0,12604
山西 晋中市,男,29.0,12604
辽宁 大连市,女,30.0,12602
江苏 常州市,男,31.0,12600
广东 深圳市,女,26.0,12600
广东 广州市,男,35.0,12585
河北 廊坊市,男,38.0,12551
广东 广州市,女,20.0,12550
福建 厦门市,男,36.0,12544
河北 唐山市,男,28.0,12532
北京,男,27.0,12529
云南 昆明市,男,27.0,12515
广西 南宁市,男,46.0,12514
河南 郑州市,女,38.0,12502
内蒙古 呼和浩特市,男,66.0,12501
北京,女,24.0,12501
上海,男,29.0,12500
河北 保定市,男,34.0,12500
黑龙江 双鸭山市,女,52.0,12500
浙江 宁波市,男,33.0,12500
北京,男,41.0,12500
江西 宜春市,男,30.0,12498
湖北 荆州市,男,27.0,12487
河南 许昌市,男,47.0,12441
上海,男,37.0,12426
内蒙古 呼伦贝尔市,女,27.0,12404
山东 枣庄市,男,27.0,12400
广东 东莞市,男,29.0,12400
上海,男,23.0,12400
福建 福州市,男,32.0,12400
湖北 十堰市,女,33.0,12400
四川 绵阳市,男,34.0,12390
江苏 镇江市,男,20.0,12353
山东 泰安市,男,27.0,12350
湖南 益阳市,女,27.0,12348
辽宁 大连市,女,26.0,12338
河南 平顶山市,女,26.0,12313
福建 南平市,女,33.0,12312
湖北 武汉市,男,47.0,12310
山东 泰安市,女,24.0,12300
福建 福州市,女,22.0,12284
上海,男,33.0,12283
广西 桂林市,男,26.0,12280
河南 郑州市,男,32.0,12250
湖北 武汉市,女,20.0,12239
浙江 杭州市,男,27.0,12217
江苏 泰州市,男,24.0,12215
安徽 合肥市,男,28.0,12213
广东 惠州市,男,31.0,12210
河北 唐山市,男,29.0,12203
江苏 徐州市,男,28.0,12202
河南 信阳市,男,25.0,12200
北京,男,33.0,12200
湖北 武汉市,男,33.0,12200
浙江 温州市,男,22.0,12200
广东 广州市,男,33.0,12183
河北 廊坊市,女,57.0,12167
江苏 南京市,女,24.0,12156
北京,女,41.0,12133
湖北 武汉市,女,24.0,12133
广东 深圳市,男,27.0,12115
湖北 黄冈市,女,32.0,12107
江苏 镇江市,男,49.0,12105
河南 郑州市,男,28.0,12104
湖北 武汉市,女,38.0,12102
湖南 益阳市,男,47.0,12101
上海,男,39.0,12100
江苏 苏州市,女,34.0,12100
江苏 南京市,女,27.0,12075
重庆,女,39.0,12074
广东 广州市,男,27.0,12072
上海,女,24.0,12062
江苏 苏州市,女,34.0,12062
北京,女,31.0,12061
上海,男,50.0,12050
山东 济宁市,男,47.0,12049
上海,男,19.0,12049
河南 郑州市,男,28.0,12049
陕西 西安市,男,33.0,12049
山东 济南市,女,33.0,12049
上海,女,57.0,12049
湖北 随州市,女,28.0,12048
山东 济南市,女,29.0,12045
北京,女,34.0,12044
辽宁 大连市,男,25.0,12042
江西 南昌市,男,23.0,12041
浙江 温州市,男,27.0,12039
青海 西宁市,男,27.0,12038
北京,男,27.0,12037
河北 唐山市,男,25.0,12034
福建 福州市,男,32.0,12033
上海,女,27.0,12033
四川 眉山市,男,39.0,12030
内蒙古 呼和浩特市,男,35.0,12027
河南 焦作市,男,18.0,12026
江苏 盐城市,男,55.0,12026
新疆 巴音郭楞,男,28.0,12024
广东 广州市,女,33.0,12024
广东 深圳市,男,23.0,12023
广东 广州市,男,34.0,12021
山东 淄博市,男,28.0,12020
福建 厦门市,男,28.0,12019
山东 济南市,男,30.0,12018
天津,男,42.0,12018
北京,女,37.0,12017
重庆,女,51.0,12017
北京,男,32.0,12012
河南 郑州市,男,25.0,12011
安徽 合肥市,女,30.0,12011
浙江 台州市,男,30.0,12010
广东 广州市,男,26.0,12010
四川 成都市,女,24.0,12009
广东 佛山市,男,24.0,12009
浙江 温州市,女,23.0,12009
北京,男,27.0,12009
河北 邯郸市,男,27.0,12008
湖北 咸宁市,男,35.0,12008
云南 昆明市,女,31.0,12008
四川 凉山彝族自治州,男,40.0,12007
河北 张家口市,男,29.0,12007
湖南 长沙市,男,39.0,12007
浙江 杭州市,男,39.0,12006
广东 广州市,女,29.0,12005
山东 青岛市,女,29.0,12005
江苏 南京市,男,27.0,12004
河南 洛阳市,女,40.0,12004
浙江 绍兴市,女,32.0,12003
浙江 温州市,女,47.0,12003
广东 茂名市,男,47.0,12003
江苏 宿迁市,男,27.0,12002
广东 揭阳市,男,42.0,12002
吉林 白山市,男,28.0,12002
广西 南宁市,女,37.0,12002
广西 南宁市,男,51.0,12002
广东 梅州市,男,31.0,12002
上海,女,39.0,12002
四川 成都市,男,33.0,12001
山东 烟台市,男,32.0,12001
浙江 宁波市,女,26.0,12001
新疆 巴音郭楞蒙古自治州,男,36.0,12001
山东 滨州市,男,39.0,12001
福建 龙岩市,女,38.0,12001
北京,男,41.0,12001
广西 玉林市,男,41.0,12001
山东 泰安市,男,56.0,12001
浙江 宁波市,女,29.0,12001
江西 上饶市,女,27.0,12001
四川 成都市,男,24.0,12000
江苏 无锡市,女,26.0,12000
北京,女,28.0,12000
山西 晋中市,男,27.0,12000
天津,男,25.0,12000
江苏 苏州市,女,26.0,12000
上海,男,26.0,12000
山东 聊城市,男,24.0,12000
山东 东营市,男,23.0,12000
广东 佛山市,男,37.0,12000
江苏 南京市,男,28.0,12000
浙江 杭州市,女,28.0,12000
江西 南昌市,女,29.0,12000
河北 石家庄市,男,31.0,12000
天津,女,32.0,12000
辽宁 沈阳市,男,32.0,12000
江苏 泰州市,男,35.0,12000
北京,女,37.0,12000
广西 南宁市,女,26.0,12000
江西 萍乡市,女,24.0,12000
重庆,女,36.0,12000
山东 青岛市,男,25.0,12000
安徽 合肥市,男,45.0,12000
广东 深圳市,男,45.0,12000
湖南 湘潭市,男,27.0,12000
广东 深圳市,男,34.0,12000
广东 广州市,女,33.0,12000
内蒙古 呼和浩特市,男,33.0,12000
广东 广州市,男,36.0,12000
上海,女,39.0,12000
广东 广州市,男,36.0,12000
湖北 武汉市,男,42.0,12000
湖北 襄阳市,男,31.0,12000
江苏 南京市,女,28.0,12000
江苏 南京市,男,44.0,12000
浙江 金华市,女,36.0,12000
福建 厦门市,男,28.0,12000
广西 南宁市,女,33.0,12000
山东 济南市,女,37.0,12000
天津,男,21.0,12000
上海,男,26.0,12000
四川 成都市,男,37.0,12000
辽宁 大连市,女,27.0,12000
浙江 温州市,男,28.0,12000
北京,女,27.0,12000
浙江 台州市,男,18.0,12000
江苏 南京市,男,27.0,12000
北京,女,33.0,12000
陕西 西安市,女,31.0,12000
四川 泸州市,男,32.0,12000
北京,男,32.0,12000
江西 南昌市,女,27.0,12000
福建 厦门市,女,41.0,12000
广东 广州市,女,41.0,12000
江苏 南京市,男,32.0,12000
云南 昆明市,男,31.0,12000
辽宁 丹东市,男,34.0,12000
贵州 贵阳市,男,34.0,12000
天津,男,27.0,12000
河南 三门峡市,男,30.0,12000
湖北 荆州市,女,36.0,12000
山东 济南市,女,28.0,12000
北京,男,25.0,12000
福建 泉州市,男,34.0,12000
辽宁 鞍山市,男,34.0,12000
河南 信阳市,女,28.0,12000
浙江 金华市,男,35.0,12000
山东 烟台市,男,28.0,12000
辽宁 沈阳市,男,35.0,12000
天津,男,28.0,12000
新疆 乌鲁木齐市,男,30.0,12000
湖北 武汉市,男,29.0,12000
江苏 苏州市,女,26.0,12000
山东 青岛市,女,45.0,12000
浙江 宁波市,男,35.0,12000
福建 厦门市,女,44.0,12000
山东 潍坊市,男,32.0,12000
广西 桂林市,女,32.0,12000
江苏 无锡市,女,33.0,12000
山东 烟台市,男,24.0,11970
广东 汕头市,女,21.0,11958
广东 广州市,女,23.0,11900
广东 深圳市,男,26.0,11899
北京,男,57.0,11891
江苏 宿迁市,女,27.0,11884
广东 深圳市,男,60.0,11867
福建 三明市,男,33.0,11866
上海,女,31.0,11844
广东 深圳市,女,32.0,11825
北京,女,36.0,11814
陕西 咸阳市,女,28.0,11806
海南 海口市,女,24.0,11801
江苏 徐州市,男,28.0,11800
北京,男,28.0,11800
江西 南昌市,男,28.0,11800
陕西 西安市,女,27.0,11792
河南 郑州市,女,24.0,11762
广西 南宁市,男,25.0,11746
浙江 杭州市,男,28.0,11722
北京,男,31.0,11701
辽宁 沈阳市,男,31.0,11701
山东 济南市,男,29.0,11701
上海,女,27.0,11700
河北 承德市,男,34.0,11680
上海,女,25.0,11661
河北 石家庄市,女,22.0,11616
广东 深圳市,男,28.0,11610
福建 福州市,女,31.0,11600
浙江 台州市,男,35.0,11600
辽宁 沈阳市,男,28.0,11557
四川 成都市,女,27.0,11541
上海,男,39.0,11541
辽宁 大连市,女,35.0,11529
吉林 长春市,女,27.0,11525
北京,女,40.0,11524
江苏 苏州市,女,28.0,11524
江苏 南京市,男,33.0,11518
广东 中山市,男,31.0,11516
福建 厦门市,女,40.0,11512
上海,男,37.0,11512
广东 广州市,女,20.0,11504
河北 张家口市,男,27.0,11504
广东 东莞市,男,33.0,11503
上海,男,24.0,11502
广东 中山市,男,49.0,11502
重庆,女,25.0,11501
浙江 金华市,女,32.0,11500
安徽 合肥市,女,25.0,11500
四川 成都市,男,36.0,11500
山东 滨州市,女,28.0,11500
湖北 武汉市,女,29.0,11500
陕西 西安市,女,26.0,11480
湖南 岳阳市,男,41.0,11456
辽宁 沈阳市,男,37.0,11456
广东 东莞市,男,32.0,11447
安徽 蚌埠市,女,52.0,11422
甘肃 兰州市,女,29.0,11419
安徽 合肥市,男,41.0,11412
北京,男,34.0,11412
陕西 西安市,女,26.0,11403
山东 泰安市,女,40.0,11400
湖南 岳阳市,男,26.0,11400
江苏 苏州市,男,24.0,11400
广东 深圳市,女,30.0,11382
湖北 武汉市,男,23.0,11350
上海,男,30.0,11335
浙江 丽水市,男,53.0,11325
广东 广州市,男,44.0,11304
福建 漳州市,男,37.0,11303
北京,女,33.0,11302
安徽 阜阳市,女,21.0,11301
辽宁 大连市,男,30.0,11300
四川 成都市,男,30.0,11300
北京,男,34.0,11202
江苏 南京市,男,25.0,11202
上海,男,40.0,11201
四川 成都市,女,24.0,11200
福建 龙岩市,男,28.0,11200
江苏 南京市,男,27.0,11185
上海,男,32.0,11145
上海,男,22.0,11131
北京,男,36.0,11126
江苏 南京市,女,24.0,11125
江苏 苏州市,男,21.0,11116
江苏 南京市,男,26.0,11103
浙江 台州市,男,30.0,11101
四川 德阳市,女,25.0,11100
江苏 泰州市,女,40.0,11100
北京,男,40.0,11100
江苏 泰州市,男,43.0,11100
北京,男,25.0,11100
广东 广州市,男,21.0,11100
河南 郑州市,女,29.0,11090
重庆,女,23.0,11069
上海,男,30.0,11065
山东 济宁市,男,25.0,11065
湖南 株洲市,男,30.0,11059
河南 郑州市,女,28.0,11054
重庆,女,21.0,11050
湖北 黄石市,女,26.0,11046
上海,男,25.0,11044
浙江 绍兴市,女,20.0,11043
广西 南宁市,女,61.0,11041
北京,女,30.0,11041
江苏 无锡市,女,38.0,11041
广东 肇庆市,男,41.0,11041
河南 郑州市,女,28.0,11034
甘肃 兰州市,男,24.0,11026
四川 绵阳市,男,25.0,11024
内蒙古 赤峰市,女,32.0,11024
江苏 南京市,男,27.0,11024
江西 南昌市,男,27.0,11024
四川 巴中市,男,38.0,11023
上海,男,31.0,11022
河北 廊坊市,男,39.0,11021
广东 广州市,男,21.0,11020
辽宁 朝阳市,男,42.0,11019
湖北 黄石市,女,26.0,11018
重庆,男,41.0,11018
河南 新乡市,男,31.0,11017
浙江 温州市,男,27.0,11017
广东 佛山市,女,25.0,11015
安徽 合肥市,男,33.0,11013
湖北 武汉市,男,35.0,11012
广东 广州市,男,49.0,11010
浙江 台州市,男,41.0,11010
北京,男,36.0,11010
湖南 郴州市,女,26.0,11009
广东 深圳市,男,25.0,11009
广东 广州市,女,28.0,11008
上海,男,25.0,11008
河南 焦作市,男,38.0,11008
天津,男,39.0,11007
浙江 金华市,男,27.0,11007
山东 青岛市,男,28.0,11006
北京,男,28.0,11006
湖北 武汉市,男,31.0,11005
山东 聊城市,男,34.0,11005
宁夏 银川市,男,27.0,11005
广东 深圳市,女,63.0,11004
安徽 合肥市,男,23.0,11003
北京,女,33.0,11003
上海,男,26.0,11003
云南 昆明市,男,33.0,11003
广东 东莞市,女,25.0,11003
广东 深圳市,男,30.0,11002
江苏 苏州市,男,32.0,11002
北京,男,24.0,11002
安徽 宿州市,女,29.0,11002
江苏 淮安市,男,38.0,11002
辽宁 丹东市,男,45.0,11002
四川 成都市,男,36.0,11002
江苏 无锡市,男,31.0,11002
河南 南阳市,男,26.0,11001
江西 吉安市,女,23.0,11001
四川 达州市,男,49.0,11001
福建 泉州市,女,28.0,11001
上海,男,30.0,11001
山西 太原市,女,28.0,11001
广东 广州市,男,23.0,11001
浙江 绍兴市,男,33.0,11001
湖北 襄阳市,男,34.0,11001
山东 烟台市,女,33.0,11001
广东 广州市,女,25.0,11001
广东 广州市,女,24.0,11001
北京,女,28.0,11001
江苏 常州市,男,27.0,11001
江苏 南京市,女,25.0,11000
山西 太原市,男,33.0,11000
黑龙江 牡丹江市,男,25.0,11000
广东 东莞市,男,34.0,11000
云南 昆明市,男,26.0,11000
山东 青岛市,男,33.0,11000
湖南 益阳市,男,28.0,11000
江苏 常州市,男,27.0,11000
浙江 杭州市,女,27.0,11000
江苏 南通市,女,29.0,11000
上海,女,27.0,11000
湖北 武汉市,女,30.0,11000
山东 济南市,女,30.0,11000
江苏 苏州市,女,31.0,11000
辽宁 大连市,男,31.0,11000
江西 南昌市,女,24.0,11000
山东 青岛市,男,33.0,11000
福建 福州市,女,22.0,11000
陕西 西安市,女,30.0,11000
山东 烟台市,女,35.0,11000
江西 南昌市,女,29.0,11000
重庆,女,24.0,11000
湖南 长沙市,男,32.0,11000
福建 泉州市,女,27.0,11000
新疆 乌鲁木齐市,男,43.0,11000
四川 成都市,男,26.0,11000
山东 济南市,男,26.0,11000
上海,男,33.0,11000
上海,女,27.0,11000
四川 成都市,男,50.0,11000
北京,女,26.0,11000
河南 郑州市,女,36.0,11000
天津,女,32.0,11000
山西 大同市,男,45.0,11000
福建 漳州市,男,32.0,11000
陕西 西安市,女,25.0,11000
湖南 长沙市,男,33.0,11000
湖北 荆门市,女,28.0,11000
