GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,关键词,数值
26.58717955,107.9800287,26.58362969,107.9841485,26.589858,107.990602,贵州 黔东南,13
26.58717955,107.9800287,26.58362969,107.9841485,26.589858,107.990602,贵州 黔东南苗族侗族自治州,1
26.25770548,107.5180823,26.25428977,107.5222719,26.260586,107.528663,贵州 黔南,8
26.25770548,107.5180823,26.25428977,107.5222719,26.260586,107.528663,贵州 黔南布依族苗族自治州,4
25.0929511,104.9019074,25.08985175,104.9043697,25.095974,104.910858,贵州 黔西南,8
39.99825133,124.3502447,39.99977589,124.3559953,40.00569,124.362564,辽宁 丹东市,93
38.91291225,121.6098133,38.9136803,121.6147485,38.919345,121.621391,辽宁 大连市,819
41.87756718,123.9514529,41.87969198,123.9571982,41.886078,123.963595,辽宁 抚顺市,113
41.5710843,120.4451428,41.57337991,120.4508398,41.579487,120.457301,辽宁 朝阳市,26
41.29202039,123.7609689,41.29410826,123.7668644,41.299847,123.773468,辽宁 本溪市,23
41.80314309,123.4262319,41.80557847,123.4323741,41.811339,123.438973,辽宁 沈阳市,565
41.11795056,122.0652538,41.12003174,122.0707363,41.125939,122.077269,辽宁 盘锦市,34
40.66525609,122.2297229,40.66681872,122.2349049,40.672565,122.241475,辽宁 营口市,77
40.7095387,120.8317902,40.71100663,120.8369883,40.717364,120.843388,辽宁 葫芦岛市,26
41.266023,123.2316204,41.26809167,123.2373603,41.274452,123.243726,辽宁 辽阳市,24
42.28408665,123.8365346,42.28621397,123.842414,42.292573,123.848797,辽宁 铁岭市,24
41.09307392,121.1213773,41.09512371,121.1270314,41.100869,121.133631,辽宁 锦州市,18
42.01950522,121.6647089,42.02160543,121.6701001,42.027983,121.676518,辽宁 阜新市,15
41.10585772,122.9891118,41.10773742,122.9945621,41.114122,123.000974,辽宁 鞍山市,73
29.56752775,106.5470108,29.56470494,106.5507445,29.570997,106.557165,重庆,801
34.33070975,108.704614,34.32927904,108.7092811,34.335599,108.715712,陕西 咸阳市,34
33.87210249,109.935395,33.87042793,109.9403785,33.876525,109.94688,陕西 商洛市,4
32.68686389,109.0244648,32.68479612,109.0293196,32.690575,109.03592,陕西 安康市,7
34.36337922,107.2326148,34.36198444,107.2373194,34.367747,107.243899,陕西 宝鸡市,37
36.58522768,109.4843634,36.58533968,109.4897868,36.591003,109.496361,陕西 延安市,17
38.28468408,109.7289981,38.28519782,109.7345771,38.290886,109.741195,陕西 榆林市,34
33.069489,107.0192596,33.06759192,107.023755,33.07382,107.030197,陕西 汉中市,28
34.50123443,109.5050256,34.49993923,109.5101915,34.505687,109.516739,陕西 渭南市,68
34.34274735,108.9351963,34.34120165,108.9398472,34.347436,108.946306,陕西 西安市,643
34.89783012,108.9404431,34.89673007,108.945137,34.902957,108.951558,陕西 铜川市,7
34.47283568,100.2434187,34.4713764,100.2447651,34.477207,100.251341,青海 果洛藏族自治州,1
36.5116589,102.0765683,36.51172357,102.0786443,36.51761,102.085207,青海 海东市,2
36.28682492,100.6189239,36.28642707,100.620206,36.292132,100.626831,青海 海南藏族自治州,1
37.37661083,97.37040687,37.37708832,97.37121153,37.382839,97.377823,青海 海西,10
37.37661083,97.37040687,37.37708832,97.37121153,37.382839,97.377823,青海 海西蒙古族藏族自治州,2
33.0073583,97.00610985,33.0052125,97.00651754,33.011061,97.01308,青海 玉树藏族自治州,1
36.61729803,101.7759002,36.61722914,101.7778528,36.623477,101.784269,青海 西宁市,66
26.51666283,106.6942122,26.5131156,106.697919,26.519361,106.704367,香港,1
45.76833447,130.9953984,45.77053092,131.0030588,45.776512,131.009618,黑龙江 七台河市,8
47.7251179,128.833475,47.72741313,128.8405507,47.733329,128.84704,黑龙江 伊春市,17
46.79799131,130.3127847,46.8002056,130.3205685,46.806581,130.32696,黑龙江 佳木斯市,31
46.64438379,131.1509754,46.64662676,131.1591078,46.652966,131.165442,黑龙江 双鸭山市,4
45.80015785,126.5297347,45.80217361,126.5358233,45.807782,126.542417,黑龙江 哈尔滨市,430
51.9227525,124.5847761,51.92409576,124.5921199,51.92993,124.59866,黑龙江 大兴安岭地区,6
46.58545103,125.096022,46.58756006,125.1030762,46.593216,125.109727,黑龙江 大庆市,94
44.55081196,129.6253322,44.55276543,129.6323972,44.558647,129.638976,黑龙江 牡丹江市,70
46.65063624,126.9629541,46.65252898,126.9692627,46.658789,126.975678,黑龙江 绥化市,8
45.29312056,130.9620546,45.29526791,130.9694897,45.300906,130.976161,黑龙江 鸡西市,22
47.34745211,130.2900081,47.34988353,130.2978456,47.356043,130.304284,黑龙江 鹤岗市,12
50.24342912,127.521305,50.24509309,127.5286167,50.251193,127.535014,黑龙江 黑河市,15
47.35229167,123.9113984,47.35433422,123.917943,47.360087,123.924531,黑龙江 齐齐哈尔市,40
